"Click to View More","Agency","Program","Data Category","Data Element Name","Data Element Definition","Data Type","Years Available"
"&oplus;","Department of Mental Health and Addiction Services (DMHAS)","All Programs","Client","Insurance Policy Number 3","Required only if insurance type is Medicaid. Tertiary Insurance specific policy number","Alpha-numeric",NA
"&oplus;","Department of Mental Health and Addiction Services (DMHAS)","All Treatment Programs","Client","Insurance Policy Start Date 3","Date when tertiary insurance policy/coverage starts","Date (format MM/DD/YYYY)",NA
"&oplus;","Department of Mental Health and Addiction Services (DMHAS)","All Treatment Programs","Client","Insurance Policy End Date 3","Date when tertiary insurance policy/coverage ends","Date (format MM/DD/YYYY)",NA
"&oplus;","Department of Mental Health and Addiction Services (DMHAS)","All Programs","Client","Insurance Type 4","Type of Quaternary Insurance used by client
2- No health insurance
4- Other private insurance
5- Medicare
6- Champus
8- Medicaid Husky C
9- HMO (including Managed Medicaid)
12- GA-SAGA
14- ATR-Access to Recovery
15- Self Pay
16 - Medicaid LIA Husky D
17 - Medicare Part A
18 - Medicare Part B
19 – Money Follows The Person (MFP)
20 – Nursing Home Waiver
21 – Medicaid BHH
22 – Medicaid- Husky A
23 – Medicaid BHH - Waiver
96- Other   
97- Unknown","Numeric",NA
"&oplus;","Department of Mental Health and Addiction Services (DMHAS)","All Programs","Client","Insurance Policy Number 4","Required only if insurance type is Medicaid. Quaternary Insurance specific policy number","Alpha-numeric",NA
"&oplus;","Department of Mental Health and Addiction Services (DMHAS)","All Treatment Programs","Client","Insurance Policy Start Date 4","Date when quaternary insurance policy/coverage starts","Date (format MM/DD/YYYY)",NA
"&oplus;","Department of Mental Health and Addiction Services (DMHAS)","All Treatment Programs","Client","Insurance Policy End Date 4","Date when quaternary insurance policy/coverage ends","Date (format MM/DD/YYYY)",NA
"&oplus;","Department of Labor (DOL)","Unemployment Insurance (UI)","Employment","Year","Year in which wages were received",NA,"1993 to 2021"
"&oplus;","Department of Labor (DOL)","Unemployment Insurance (UI)","Employment","Quarter","Quarter in which wages were received",NA,"1993 to 2021"
"&oplus;","Department of Labor (DOL)","Unemployment Insurance (UI)","Employment","SSN","SSN of Employee",NA,"1993 to 2021"
"&oplus;","Department of Labor (DOL)","Unemployment Insurance (UI)","Employment","Wage","Total wages paid by all employers in Quarter",NA,"1993 to 2021"
"&oplus;","Department of Labor (DOL)","Unemployment Insurance (UI)","Employment","Last Name","Last Name of Employee",NA,"1993 to 2021"
"&oplus;","Department of Labor (DOL)","Unemployment Insurance (UI)","Employment","First Initial","First Initial of Employee",NA,"1993 to 2021"
"&oplus;","Department of Labor (DOL)","Unemployment Insurance (UI)","Employment","NAICS Code","Industry Code of Employer Paying Highest Wage",NA,"1993 to 2021"
"&oplus;","Department of Labor (DOL)","State Youth Employment Programs","Activity Data","Program Start Date","Date individual enrolled in the program.","MM/DD/YY",NA
"&oplus;","Department of Labor (DOL)","State Youth Employment Programs","Activity Data","Program Exit Date","Date individual exited the program.","MM/DD/YY",NA
"&oplus;","Department of Labor (DOL)","State Youth Employment Programs","Activity Data","Wages","Wage information captured on the participant.",NA,NA
"&oplus;","Department of Labor (DOL)","State Youth Employment Programs","Activity Data","Credential Received","Participant attained a credential? Yes/No",NA,NA
"&oplus;","Department of Labor (DOL)","State Youth Employment Programs","Activity Data","Receipt of TANF","Participate receives TANF benefits? Yes/No",NA,NA
"&oplus;","Department of Labor (DOL)","State Youth Employment Programs","Activity Data","Receipt of SNAP","Participate receives SNAP benefits? Yes/No",NA,NA
"&oplus;","Department of Labor (DOL)","State Youth Employment Programs","Demographics Data","Date of Birth","Date of Birth",NA,NA
"&oplus;","Department of Labor (DOL)","State Youth Employment Programs","Demographics Data","Race","Race or Not Disclosed",NA,NA
"&oplus;","Department of Labor (DOL)","State Youth Employment Programs","Demographics Data","Ethnicity","Hispanic, Not Hispanic, or Not Disclosed",NA,NA
"&oplus;","Department of Labor (DOL)","State Youth Employment Programs","Demographics Data","Workforce Region","Workforce Region from CTDOL such as East, North Central, Northwest, South Central, Southwest.",NA,NA
"&oplus;","Department of Labor (DOL)","State Youth Employment Programs","Demographics Data","Gender","Male or Female or Not Disclosed",NA,NA
"&oplus;","Department of Labor (DOL)","Jobs First Employment Services (JFES)","Activity Data","Program Start Date","Date individual enrolled in the program.","MM/DD/YYYY",NA
"&oplus;","Department of Labor (DOL)","Jobs First Employment Services (JFES)","Activity Data","Program Exit Date","Date individual exited the program.","MM/DD/YYYY",NA
"&oplus;","Department of Labor (DOL)","Jobs First Employment Services (JFES)","Activity Data","Wages","Wage information captured on the participant.","Integer",NA
"&oplus;","Department of Labor (DOL)","Jobs First Employment Services (JFES)","Activity Data","Credential Received","Participant attained a credential? Yes/No","Integer",NA
"&oplus;","Department of Labor (DOL)","Jobs First Employment Services (JFES)","Activity Data","Receipt of TANF","Participate receives TANF benefits? Yes/No",NA,NA
"&oplus;","Department of Labor (DOL)","Jobs First Employment Services (JFES)","Activity Data","Receipt of SNAP","Participate receives SNAP benefits? Yes/No",NA,NA
"&oplus;","Department of Labor (DOL)","Jobs First Employment Services (JFES)","Demographics Data","Date of Birth","Date of Birth","MM/DD/YYYY",NA
"&oplus;","Department of Labor (DOL)","Jobs First Employment Services (JFES)","Demographics Data","Race","Race or Not Disclosed","Integer",NA
"&oplus;","Department of Labor (DOL)","Jobs First Employment Services (JFES)","Demographics Data","Ethnicity","Hispanic, Not Hispanic, or Not Disclosed",NA,NA
"&oplus;","Department of Labor (DOL)","Jobs First Employment Services (JFES)","Demographics Data","Workforce Region","Workforce Region from CTDOL such as East, North Central, Northwest, South Central, Southwest.","Integer",NA
"&oplus;","Department of Labor (DOL)","Jobs First Employment Services (JFES)","Demographics Data","Gender","Male or Female or Not Disclosed","Integer",NA
"&oplus;","Department of Labor (DOL)","Best Chance","Activity Data","Program Start Date","Date individual enrolled in the program.",NA,NA
"&oplus;","Department of Labor (DOL)","Best Chance","Activity Data","Program Exit Date","Date individual exited the program.",NA,NA
"&oplus;","Department of Labor (DOL)","Best Chance","Activity Data","Wages","Wage information captured on the participant.",NA,NA
"&oplus;","Department of Labor (DOL)","Best Chance","Activity Data","Credential Received","Participant attained a credential? Yes/No",NA,NA
"&oplus;","Department of Labor (DOL)","Best Chance","Activity Data","Receipt of TANF","Participate receives TANF benefits? Yes/No",NA,NA
"&oplus;","Department of Labor (DOL)","Best Chance","Activity Data","Receipt of SNAP","Participate receives SNAP benefits? Yes/No",NA,NA
"&oplus;","Department of Labor (DOL)","Best Chance","Demographics Data","Date of Birth","Date of Birth",NA,NA
"&oplus;","Department of Labor (DOL)","Best Chance","Demographics Data","Race","Race or Not Disclosed",NA,NA
"&oplus;","Department of Labor (DOL)","Best Chance","Demographics Data","Ethnicity","Hispanic, Not Hispanic, or Not Disclosed",NA,NA
"&oplus;","Department of Labor (DOL)","Best Chance","Demographics Data","Workforce Region","Workforce Region from CTDOL such as East, North Central, Northwest, South Central, Southwest.",NA,NA
"&oplus;","Department of Labor (DOL)","Best Chance","Demographics Data","Gender","Male or Female or Not Disclosed",NA,NA
"&oplus;","Department of Labor (DOL)","WIOA Adult","Activity Data","Unique Individual Identifier (PIRL Element 100)","Unique identification number assigned to the participant.","Numeric",NA
"&oplus;","Department of Labor (DOL)","WIOA Adult","Activity Data","County Code of Residence (PIRL Element 102)","3-digit FIPS Code of the County of the primary domicile of the participant.","Numeric",NA
"&oplus;","Department of Labor (DOL)","WIOA Adult","Activity Data","Zip Code of Residence (PIRL Element 103)","5-digit zip code of the primary domicile of the participant.","Numeric",NA
"&oplus;","Department of Labor (DOL)","WIOA Adult","Activity Data","Economic/Labor Market Area and Physical Location Code","The code (maximum of 9-digits) of the economic/labor market area and physical location in which the participant received his/her first  service with significant staff involvement and is  financially assisted by the program.","Numeric",NA
"&oplus;","Department of Labor (DOL)","WIOA Dislocated Workers","Activity Data","Unique Individual Identifier (PIRL Element 100)","Unique identification number assigned to the participant.","Numeric",NA
"&oplus;","Department of Labor (DOL)","WIOA Dislocated Workers","Activity Data","County Code of Residence (PIRL Element 102)","3-digit FIPS Code of the County of the primary domicile of the participant.","Numeric",NA
"&oplus;","Department of Labor (DOL)","WIOA Dislocated Workers","Activity Data","Zip Code of Residence (PIRL Element 103)","5-digit zip code of the primary domicile of the participant.","Numeric",NA
"&oplus;","Department of Labor (DOL)","WIOA Dislocated Workers","Activity Data","Economic/Labor Market Area and Physical Location Code","The code (maximum of 9-digits) of the economic/labor market area and physical location in which the participant received his/her first  service with significant staff involvement and is  financially assisted by the program.","Numeric",NA
"&oplus;","Department of Labor (DOL)","WIOA Youth","Activity Data","Unique Individual Identifier (PIRL Element 100)","Unique identification number assigned to the participant.","Numeric",NA
"&oplus;","Department of Labor (DOL)","WIOA Youth","Activity Data","County Code of Residence (PIRL Element 102)","3-digit FIPS Code of the County of the primary domicile of the participant.","Numeric",NA
"&oplus;","Department of Labor (DOL)","WIOA Youth","Activity Data","Zip Code of Residence (PIRL Element 103)","5-digit zip code of the primary domicile of the participant.","Numeric",NA
"&oplus;","Department of Labor (DOL)","WIOA Youth","Activity Data","Economic/Labor Market Area and Physical Location Code","The code (maximum of 9-digits) of the economic/labor market area and physical location in which the participant received his/her first  service with significant staff involvement and is  financially assisted by the program.","Numeric",NA
